"id","rank","name","adp","last_modified"
39,94,Ja Morant,80.8709140919849,2019-10-18 14:56:12
40,685,Trevon Duval,139.993155285463,2019-10-18 14:56:12
41,931,Gary Trent Jr,139.9859591888953,2019-10-18 14:56:12
42,651,Xavier Rathan-Mayes,139.99318857727607,2019-10-18 14:56:12
43,230,Dillon Brooks,140.57947930659503,2019-10-18 14:56:12
44,257,Ivan Rabb,140.0475611706381,2019-10-18 14:56:12
45,49,Marvin Bagley III,59.15864385095154,2019-10-18 14:56:12
46,649,Brandon Goodwin,139.99693006299768,2019-10-18 14:56:12
47,95,Wendell Carter Jr,110.62535184237461,2019-10-18 14:56:12
48,133,Jaylen Brown,120.48491827399802,2019-10-18 14:56:12
49,652,Demetrius Jackson,139.99030896181156,2019-10-18 14:56:12
50,269,Jahlil Okafor,140.07459774159497,2019-10-18 14:56:12
51,125,Justise Winslow,138.8997408746281,2019-10-18 14:56:12
52,220,Tyus Jones,140.51767377882985,2019-10-18 14:56:12
53,313,Grayson Allen,139.97969299648224,2019-10-18 14:56:12
54,888,Davon Reed,140.00070366224213,2019-10-18 14:56:12
55,276,Reggie Bullock,140.01135563943447,2019-10-18 14:56:12
56,929,Miye Oni,139.99427474812092,2019-10-18 14:56:12
57,122,Joe Harris,127.45719769673704,2019-10-18 14:56:12
58,848,Lorenzo Brown,139.98893260403673,2019-10-18 14:56:12
59,528,Ben Moore,139.9925788497217,2019-10-18 14:56:12
60,294,Sterling Brown,139.98810399411596,2019-10-18 14:56:12
61,305,Lonnie Walker IV,140.03003262329688,2019-10-18 14:56:12
62,844,Will Cherry,139.997921064415,2019-10-18 14:56:12
63,725,Jarell Eddie,139.99667423491414,2019-10-18 14:56:12
64,96,Andrew Wiggins,88.38879825992387,2019-10-18 14:56:12
65,12,Joel Embiid,12.060025583626478,2019-10-18 14:56:12
66,726,Alfonzo McKinnie,139.98893366596303,2019-10-18 14:56:12
67,657,Frank Mason III,139.98672594677583,2019-10-18 14:56:12
68,306,Wayne Selden,139.99974409826626,2019-10-18 14:56:12
69,656,Monte Morris,140.13916074969615,2019-10-18 14:56:12
70,550,Petr Cornelie,139.99568193449335,2019-10-18 14:56:12
71,769,Juan Vaulet,139.99309131616823,2019-10-18 14:56:12
72,197,Chris Boucher,140.64570404964493,2019-10-18 14:56:12
73,658,Isaiah Taylor,139.99699315462863,2019-10-18 14:56:12
74,515,Joel Bolomboy,139.9959058341863,2019-10-18 14:56:12
75,869,Xavier Munford,139.99443573918327,2019-10-18 14:56:12
76,887,Cameron Reynolds,139.99952019959696,2019-10-18 14:56:12
77,654,Devon Hall,139.9998401176734,2019-10-18 14:56:12
78,655,London Perrantes,139.99587398048936,2019-10-18 14:56:12
79,401,Cady Lalanne,139.9980169518631,2019-10-18 14:56:12
80,653,Tyler Ennis,139.99792093142273,2019-10-18 14:56:12
81,129,Collin Sexton,123.69956820726051,2019-10-18 14:56:12
82,747,BJ Johnson,139.99098177166613,2019-10-18 14:56:12
83,545,Chinanu Onuaku,139.99072474892856,2019-10-18 14:56:12
84,889,Jamel Artis,139.99740932642487,2019-10-18 14:56:12
85,531,Johnathan Motley,139.99558611866306,2019-10-18 14:56:12
86,547,Jonah Bolden,139.98804003709506,2019-10-18 14:56:12
87,146,Kevon Looney,140.14181562370095,2019-10-18 14:56:12
88,414,Thomas Welsh,139.997089862488,2019-10-18 14:56:12
89,644,Semaj Christon,139.99641771949464,2019-10-18 14:56:12
90,392,Daniel Theis,140.03745522006142,2019-10-18 14:56:12
91,908,Daniel Hamilton,139.99379438295693,2019-10-18 14:56:12
92,235,Emmanuel Mudiay,140.4975208726528,2019-10-18 14:56:12
93,508,Jarnell Stokes,140.0,2019-10-18 14:56:12
94,678,Ognjen Jaramaz,139.99225946775846,2019-10-18 14:56:12
95,558,Mathias Lessort,140.0,2019-10-18 14:56:12
96,428,Wang Zhelin,139.87982983623337,2019-10-18 14:56:12
97,557,Guerschon Yabusele,139.99616122840692,2019-10-18 14:56:12
98,265,Thon Maker,140.04939377459291,2019-10-18 14:56:12
99,427,Georgios Papagiannis,139.9948826200985,2019-10-18 14:56:12
100,923,Isaia Cordinier,139.9990404298874,2019-10-18 14:56:12
101,777,Juan Hernangomez,140.02865641091248,2019-10-18 14:56:12
102,692,Caron Butler,139.99200537238974,2019-10-18 14:56:12
103,222,Ante Zizic,140.42395546740033,2019-10-18 14:56:12
104,189,Ivica Zubac,140.37195394947233,2019-10-18 14:56:12
105,792,Mike Dunleavy,139.98998944574151,2019-10-18 14:56:12
106,529,Vince Shamar Hunter,140.0,2019-10-18 14:56:12
107,438,Drew Gooden,139.9928982725528,2019-10-18 14:56:12
108,354,Nene ,139.98656902561478,2019-10-18 14:56:12
109,416,Zhou Qi,139.94031473899693,2019-10-18 14:56:12
110,415,Nikola Milutinov,140.0003198464737,2019-10-18 14:56:12
111,693,Tayshaun Prince,139.99516985477575,2019-10-18 14:56:12
112,439,Amar'e Stoudemire,139.96587019799765,2019-10-18 14:56:12
113,891,Deonte Burton,139.99341137337683,2019-10-18 14:56:12
114,890,Billy Garrett Jr,139.99504333088166,2019-10-18 14:56:12
115,575,Luka Samanic,140.36462763406132,2019-10-18 14:56:12
116,576,Sekou Doumbouya,140.30319897632756,2019-10-18 14:56:12
117,851,Bryce Cotton,139.99149262801035,2019-10-18 14:56:12
118,38,Trae Young,34.61294140225179,2019-10-18 14:56:12
119,163,Mo Bamba,137.99721715766242,2019-10-18 14:56:12
120,507,JaKarr Sampson,139.98909532793962,2019-10-18 14:56:12
121,499,Dorian Finney-Smith,140.05152561888312,2019-10-18 14:56:12
122,273,Zhaire Smith,139.98573393468317,2019-10-18 14:56:12
123,694,Matt Barnes,139.9948188185627,2019-10-18 14:56:12
124,793,Rasual Butler,139.98928548583126,2019-10-18 14:56:12
125,119,Jarrett Culver,129.91242043309984,2019-10-18 14:56:12
126,863,Sir'Dominic Pointer,139.99283498064804,2019-10-18 14:56:12
127,566,Alize Johnson,139.99948834383295,2019-10-18 14:56:12
128,744,Shabazz Muhammad,139.99069246761553,2019-10-18 14:56:12
129,748,Nigel Hayes,139.99702552293226,2019-10-18 14:56:12
130,440,Luis Scola,139.98560967030156,2019-10-18 14:56:12
131,155,Kyle Anderson,141.01404260763866,2019-10-18 14:56:12
132,881,Jordan Adams,139.99443484935713,2019-10-18 14:56:12
133,922,Jaylen Morris,139.9968981836787,2019-10-18 14:56:12
134,850,Vander Blue,139.9948819653253,2019-10-18 14:56:12
135,568,Bruno Fernando,139.99888050153533,2019-10-18 14:56:12
136,632,Russ Smith,139.997409160696,2019-10-18 14:56:12
137,892,Zach Lofton,139.9987528380928,2019-10-18 14:56:12
138,924,David Michineau,139.99475401445844,2019-10-18 14:56:12
139,299,Mike Muscala,140.01816727970575,2019-10-18 14:56:12
140,932,Jordan Poole,139.83243779185057,2019-10-18 14:56:12
141,279,Jerian Grant,140.00598170302604,2019-10-18 14:56:12
142,633,Eric Atkins,139.99571515364693,2019-10-18 14:56:12
143,61,Jaren Jackson Jr,68.5080273762313,2019-10-18 14:56:12
144,909,Rade Zagorac,139.9168638485643,2019-10-18 14:56:12
145,418,Anzejs Pasecniks,139.99808122801406,2019-10-18 14:56:12
146,774,Melvin Frazier Jr,139.99465822217957,2019-10-18 14:56:12
147,870,RJ Hunter,139.99574590583418,2019-10-18 14:56:12
148,730,DeAndre Daniels,139.99600140750456,2019-10-18 14:56:12
149,9,Ben Simmons,10.347108495394064,2019-10-18 14:56:12
150,241,Michael Porter Jr,137.03233544425254,2019-10-18 14:56:12
151,399,Khem Birch,139.99677006715703,2019-10-18 14:56:12
152,228,Pat Connaughton,140.41923827188128,2019-10-18 14:56:12
153,756,Damien Inglis,139.99836862644744,2019-10-18 14:56:12
154,914,Antonio Blakeney,140.00022389969294,2019-10-18 14:56:12
155,755,Thanasis Antetokounmpo,139.78731367155012,2019-10-18 14:56:12
156,913,Brandon Sampson,139.99942425793245,2019-10-18 14:56:12
157,42,Kristaps Porzingis,54.17892211738366,2019-10-18 14:56:12
158,233,Jusuf Nurkic,139.32687388078793,2019-10-18 14:56:12
159,23,Clint Capela,31.390541059094396,2019-10-18 14:56:12
160,323,Dante Exum,139.98845391159728,2019-10-18 14:56:12
161,262,Anfernee Simons,140.12112685063792,2019-10-18 14:56:12
162,328,Tyrone Wallace,139.99827327087263,2019-10-18 14:56:12
163,47,Mitchell Robinson,70.3712622725383,2019-10-18 14:56:12
164,142,Darius Garland,138.11124616171955,2019-10-18 14:56:12
165,918,Tyler Dorsey,140.0,2019-10-18 14:56:12
166,16,Deandre Ayton,24.191492083799776,2019-10-18 14:56:12
167,634,Keith Appling,140.0,2019-10-18 14:56:12
168,911,Quinndary Weatherspoon,139.9821200102354,2019-10-18 14:56:12
169,549,Alpha Kaba,139.9952352019443,2019-10-18 14:56:12
170,767,Timothe Luwawu-Cabarrot,139.99712128966223,2019-10-18 14:56:12
171,785,Darius Bazley,140.38664278403274,2019-10-18 14:56:12
172,768,Paul Zipser,139.79571474256477,2019-10-18 14:56:12
173,912,Malik Newman,139.99728078313447,2019-10-18 14:56:12
174,548,Aleksandar Vezenkov,139.99421188961017,2019-10-18 14:56:12
175,635,Pierre Deshawn Jackson,139.99312352075736,2019-10-18 14:56:12
176,157,Cedi Osman,140.47095515322115,2019-10-18 14:56:12
177,496,Adreian Payne,139.99612998144949,2019-10-18 14:56:12
178,417,Arturas Gudaitis,139.98554525103933,2019-10-18 14:56:12
179,240,Seth Curry,139.41828414287085,2019-10-18 14:56:12
180,58,CJ McCollum,53.27416621366674,2019-10-18 14:56:12
181,318,Ben McLemore,139.99645027182603,2019-10-18 14:56:12
182,139,Nickeil Alexander-Walker,139.3062823875632,2019-10-18 14:56:12
183,187,Mikal Bridges,140.64410194097144,2019-10-18 14:56:12
184,857,Ron Baker,139.96319273448242,2019-10-18 14:56:12
185,432,Daniel Gafford,140.00204741034582,2019-10-18 14:56:12
186,569,Chuma Okeke,140.364691958288,2019-10-18 14:56:12
187,253,Allen Crabbe,140.06179631525077,2019-10-18 14:56:12
188,224,Derrick Jones Jr,140.4221689059501,2019-10-18 14:56:12
189,424,Stephen Zimmerman,139.87108225662018,2019-10-18 14:56:12
190,570,Nicolas Claxton,140.03128198567043,2019-10-18 14:56:12
191,10,Pascal Siakam,14.596219051884077,2019-10-18 14:56:12
192,731,Darrun Hilliard,139.99581001119464,2019-10-18 14:56:12
193,93,Shai Gilgeous-Alexander,100.58696347470095,2019-10-18 14:56:12
194,213,Patrick Beverley,138.611701106775,2019-10-18 14:56:12
195,165,Kevin Knox,138.8014329580348,2019-10-18 14:56:12
196,375,DeJuan Blair,139.99827321565618,2019-10-18 14:56:12
197,178,PJ Washington,140.37771095899174,2019-10-18 14:56:12
198,571,Jarred Vanderbilt,139.99593898890416,2019-10-18 14:56:12
199,832,Scotty Hopson,140.0,2019-10-18 14:56:12
200,686,Tremont Waters,139.97824696097248,2019-10-18 14:56:12
201,703,Chase Budinger,139.99542663425868,2019-10-18 14:56:12
202,855,Tyler Harvey,140.0,2019-10-18 14:56:12
203,179,DeMarre Carroll,140.8568183999232,2019-10-18 14:56:12
204,597,Darren Collison,139.9474912858559,2019-10-18 14:56:12
205,296,Dante Cunningham,139.99756924454678,2019-10-18 14:56:12
206,6,Stephen Curry,5.616388409134523,2019-10-18 14:56:12
207,24,DeMar DeRozan,27.417175755637295,2019-10-18 14:56:12
208,598,Toney Douglas,140.0,2019-10-18 14:56:12
209,238,Allonzo Trier,140.4134953629677,2019-10-18 14:56:12
210,295,Wayne Ellington,139.9921622572699,2019-10-18 14:56:12
211,811,Tyreke Evans,140.00364659970572,2019-10-18 14:56:12
212,936,Romeo Langford,140.28770628118204,2019-10-18 14:56:12
213,180,Taj Gibson,140.79609787302095,2019-10-18 14:56:12
214,173,Danny Green,135.16117579324464,2019-10-18 14:56:12
215,37,Blake Griffin,35.48611821903787,2019-10-18 14:56:12
216,464,Tyler Hansbrough,139.9994242210991,2019-10-18 14:56:12
217,5,James Harden,4.375951634572324,2019-10-18 14:56:12
218,812,Gerald Henderson,139.99347638387005,2019-10-18 14:56:12
219,465,Jordan Hill,139.99357149710556,2019-10-18 14:56:12
220,29,Jrue Holiday,34.029514277491764,2019-10-18 14:56:12
221,599,Brandon Jennings,139.98733367451382,2019-10-18 14:56:12
222,407,Edy Tavares,139.99590504830763,2019-10-18 14:56:12
223,466,Jonas Jerebko,140.0051821758741,2019-10-18 14:56:12
224,128,James Johnson,140.1489252814739,2019-10-18 14:56:12
225,600,Ty Lawson,139.99552300853827,2019-10-18 14:56:12
226,309,Jodie Meeks,139.98282369498466,2019-10-18 14:56:12
227,226,Patty Mills,140.38026862807803,2019-10-18 14:56:12
228,467,Jeff Ayres,140.0,2019-10-18 14:56:12
229,53,Ricky Rubio,70.7346534020025,2019-10-18 14:56:12
230,7,LeBron James,5.6732964538099955,2019-10-18 14:56:12
231,830,James Nunnally,139.9977926357209,2019-10-18 14:56:12
232,89,Jeff Teague,104.53469779341222,2019-10-18 14:56:12
233,315,Matisse Thybulle,139.967222026798,2019-10-18 14:56:12
234,497,Richard Solomon,140.0,2019-10-18 14:56:12
235,100,Larry Nance Jr,121.74213051823416,2019-10-18 14:56:12
236,135,Dejounte Murray,130.202821136131,2019-10-18 14:56:12
237,112,Dennis Schroder,120.75887545576664,2019-10-18 14:56:12
238,406,Lucas Nogueira,139.99971209213052,2019-10-18 14:56:12
239,1,Giannis Antetokounmpo,1.2925768382000191,2019-10-18 14:56:12
240,80,Dario Saric,99.64802200262241,2019-10-18 14:56:12
241,15,Rudy Gobert,15.40101717685443,2019-10-18 14:56:12
242,346,Carmelo Anthony,139.7109404990403,2019-10-18 14:56:12
243,244,Garrett Temple,140.32042219734527,2019-10-18 14:56:12
244,765,Kevin Hervey,140.00127905861285,2019-10-18 14:56:12
245,441,Chris Bosh,139.95732155997058,2019-10-18 14:56:12
246,442,Nick Collison,139.99715300214325,2019-10-18 14:56:12
247,199,Marquese Chriss,140.0060776661762,2019-10-18 14:56:12
248,794,Kirk Hinrich,139.99478683596124,2019-10-18 14:56:12
249,355,Chris Kaman,139.99718598106932,2019-10-18 14:56:12
250,186,Wesley Matthews,140.76082019129265,2019-10-18 14:56:12
251,795,Dwyane Wade,139.76205859774822,2019-10-18 14:56:12
252,673,Justin Wright-Foreman,140.00294249344336,2019-10-18 14:56:12
253,579,Steve Blake,139.99945624360288,2019-10-18 14:56:12
254,443,Matt Bonner,139.98986119107016,2019-10-18 14:56:12
255,745,Erik McCree,139.9960029418348,2019-10-18 14:56:12
256,796,Dahntay Jones,139.99667306461933,2019-10-18 14:56:12
257,695,James Jones,139.9881980426022,2019-10-18 14:56:12
258,239,Kyle Korver,139.95774692937565,2019-10-18 14:56:12
259,505,James Michael McAdoo,139.9932495121093,2019-10-18 14:56:12
260,860,PJ Hairston,139.99606689476545,2019-10-18 14:56:12
261,356,Zaza Pachulia,139.96465357302796,2019-10-18 14:56:12
262,357,Kendrick Perkins,139.96989666975912,2019-10-18 14:56:12
263,915,Luis Montero,140.0,2019-10-18 14:56:12
264,885,Daniel Diez,140.0,2019-10-18 14:56:12
265,59,Domantas Sabonis,71.61582011258956,2019-10-18 14:56:12
266,308,Dragan Bender,139.98637715455214,2019-10-18 14:56:12
267,935,Talen Horton-Tucker,139.9852908259521,2019-10-18 14:56:12
268,301,Kevin Porter Jr,139.9943716021746,2019-10-18 14:56:12
269,689,Metta World Peace,139.78822287615148,2019-10-18 14:56:12
270,52,Jamal Murray,51.55997696884396,2019-10-18 14:56:12
271,861,Sheldon Mac,140.0,2019-10-18 14:56:12
272,288,Skal Labissiere,140.02622657199512,2019-10-18 14:56:12
273,677,Isaiah Briscoe,139.99852865916068,2019-10-18 14:56:12
274,498,Eric Moreland,139.99363607291335,2019-10-18 14:56:12
275,727,Anthony Brown,139.9978894183109,2019-10-18 14:56:12
276,73,Dwight Powell,103.09807120237981,2019-10-18 14:56:12
277,486,Mitchell Watt,139.9948501423408,2019-10-18 14:56:12
278,728,Josh Huestis,140.0,2019-10-18 14:56:12
279,858,Nick Johnson,139.9986249680225,2019-10-18 14:56:12
280,162,Jaxson Hayes,140.347769070846,2019-10-18 14:56:12
281,601,Pablo Prigioni,139.9875583701145,2019-10-18 14:56:12
282,350,Milos Teodosic,139.98372189708658,2019-10-18 14:56:12
283,468,Kostas Papanikolaou,139.9702834111701,2019-10-18 14:56:12
284,879,Tahjere McCall,139.99513817809623,2019-10-18 14:56:12
285,827,Patrick Christopher,140.0,2019-10-18 14:56:12
286,434,Bol Bol,139.54402686710378,2019-10-18 14:56:12
287,797,Leandro Barbosa,139.99542634171306,2019-10-18 14:56:12
288,444,Boris Diaw,139.98826200985096,2019-10-18 14:56:12
289,445,David West,139.98531622892608,2019-10-18 14:56:12
290,580,Mo Williams,139.97268773186644,2019-10-18 14:56:12
291,46,Otto Porter Jr,58.18489974736977,2019-10-18 14:56:12
292,704,Reggie Williams,139.97902410948393,2019-10-18 14:56:12
293,259,Vince Carter,139.69823090949805,2019-10-18 14:56:12
294,446,Udonis Haslem,139.98822776711452,2019-10-18 14:56:12
295,705,Alonzo Gee,139.97867101560502,2019-10-18 14:56:12
296,760,Kenrich Williams,140.00780225753846,2019-10-18 14:56:12
297,937,Marcos Louzada Silva,139.98263677933042,2019-10-18 14:56:12
298,342,John Wall,139.54470738727215,2019-10-18 14:56:12
299,57,Eric Bledsoe,70.85750383828045,2019-10-18 14:56:12
300,786,Deividas Sirvydis,139.99373060806704,2019-10-18 14:56:12
301,216,Evan Turner,140.4949297847158,2019-10-18 14:56:12
302,272,Avery Bradley,140.14730343548078,2019-10-18 14:56:12
303,813,James Anderson,139.9973773428005,2019-10-18 14:56:12
304,814,Jordan Crawford,139.98963929393707,2019-10-18 14:56:12
305,706,Lance Stephenson,139.92172161289292,2019-10-18 14:56:12
306,707,Wesley Johnson,139.99900866617634,2019-10-18 14:56:12
307,98,Al-Farouq Aminu,122.16418244626408,2019-10-18 14:56:12
308,750,Maurice Ndour,140.0,2019-10-18 14:56:12
309,84,Gordon Hayward,83.65621801432958,2019-10-18 14:56:12
310,708,Luke Babbitt,139.99337811900193,2019-10-18 14:56:12
311,33,Paul George,20.334666197498482,2019-10-18 14:56:12
312,326,Quincy Pondexter,139.98918918918918,2019-10-18 14:56:12
313,763,Rashad Vaughn,139.99664128974473,2019-10-18 14:56:12
314,54,Derrick Favors,82.25942506315351,2019-10-18 14:56:12
315,347,DeMarcus Cousins,139.59334612923865,2019-10-18 14:56:12
316,663,Jevon Carter,139.96120386362182,2019-10-18 14:56:12
317,164,Ed Davis,140.9132465372189,2019-10-18 14:56:12
318,330,Patrick McCaw,139.9805496017147,2019-10-18 14:56:12
319,329,Greg Monroe,139.98867671048845,2019-10-18 14:56:12
320,261,Jamal Crawford,139.98995714194334,2019-10-18 14:56:12
321,376,Ekpe Udoh,139.97674716136254,2019-10-18 14:56:12
322,48,Hassan Whiteside,65.99197185351032,2019-10-18 14:56:12
323,324,Patrick Patterson,139.98803850705215,2019-10-18 14:56:12
324,898,Keenan Evans,140.0,2019-10-18 14:56:12
325,377,Larry Sanders,139.98554155204403,2019-10-18 14:56:12
326,75,Myles Turner,83.77001087721543,2019-10-18 14:56:12
327,378,Cole Aldrich,139.99830508474577,2019-10-18 14:56:12
328,159,Troy Brown Jr,141.1044098365898,2019-10-18 14:56:12
329,117,Nemanja Bjelica,136.26243244107582,2019-10-18 14:56:12
330,469,Trevor Booker,139.97729017400204,2019-10-18 14:56:12
331,754,Troy Williams,139.9973453591761,2019-10-18 14:56:12
332,206,Noah Vonleh,139.39953293451487,2019-10-18 14:56:12
333,782,KZ Okpala,140.01394664448853,2019-10-18 14:56:12
334,379,Tibor Pleiss,139.99379537531584,2019-10-18 14:56:12
335,687,Jaylen Hands,139.99386012599533,2019-10-18 14:56:12
336,380,Kevin Seraphin,139.9938903461071,2019-10-18 14:56:12
337,101,Kelly Oubre Jr,110.04112173440348,2019-10-18 14:56:12
338,602,Greivis Vasquez,139.996738191935,2019-10-18 14:56:12
339,759,Sviatoslav Mykhailiuk,139.99325102354146,2019-10-18 14:56:12
340,662,Devonte' Graham,140.00249496209577,2019-10-18 14:56:12
341,538,Cliff Alexander,139.9979530480394,2019-10-18 14:56:12
342,815,Elliot Williams,139.98486932599724,2019-10-18 14:56:12
343,709,Jeremy Evans,139.9957148796009,2019-10-18 14:56:12
344,903,Gian Clavell,139.99462795382598,2019-10-18 14:56:12
345,778,Jemerrio Jones,139.99683412746634,2019-10-18 14:56:12
346,381,Timofey Mozgov,139.97732651103294,2019-10-18 14:56:12
347,574,Alen Smailagic,139.9993923111367,2019-10-18 14:56:12
348,603,Jeremy Lin,139.8219883564711,2019-10-18 14:56:12
349,604,Gary Neal,139.9936358693914,2019-10-18 14:56:12
350,605,Donald Sloan,139.99836925241414,2019-10-18 14:56:12
351,185,Ish Smith,140.91311438713186,2019-10-18 14:56:12
352,646,Cody Demps,140.0,2019-10-18 14:56:12
353,573,Ignas Brazdeikis,139.97482727737975,2019-10-18 14:56:12
354,764,Devin Robinson,139.99440161233565,2019-10-18 14:56:12
355,816,Elijah Millsap,139.99676903390915,2019-10-18 14:56:12
356,103,Robert Covington,118.90106832139202,2019-10-18 14:56:12
357,670,Chris Chiozza,139.99533009211873,2019-10-18 14:56:12
358,260,Malik Beasley,140.15610910369966,2019-10-18 14:56:12
359,277,Dwayne Bacon,140.15685271069887,2019-10-18 14:56:12
360,772,Terance Mann,139.9897319429339,2019-10-18 14:56:12
361,625,Isaiah Canaan,139.99539450538907,2019-10-18 14:56:12
362,435,Kevin Garnett,139.90948634299238,2019-10-18 14:56:12
363,817,Manny Harris,139.99859267551577,2019-10-18 14:56:12
364,859,Jabari Brown,139.99795258965418,2019-10-18 14:56:12
365,123,Spencer Dinwiddie,119.25051965079467,2019-10-18 14:56:12
366,917,Justin James,139.9830524733796,2019-10-18 14:56:12
367,789,Manu Ginobili,139.95061412487206,2019-10-18 14:56:12
368,642,Olivier Hanlan,139.99673756596835,2019-10-18 14:56:12
369,225,Landry Shamet,140.51327320411949,2019-10-18 14:56:12
370,382,Boban Marjanovic,139.72298096913482,2019-10-18 14:56:12
371,471,Lavoy Allen,140.0,2019-10-18 14:56:12
372,214,Davis Bertans,140.50585412667945,2019-10-18 14:56:12
373,172,Bismack Biyombo,140.81671357298197,2019-10-18 14:56:12
374,758,Donte Grantham,139.9970897694202,2019-10-18 14:56:12
375,145,Aaron Holiday,140.9790220971507,2019-10-18 14:56:12
376,818,MarShon Brooks,140.0,2019-10-18 14:56:12
377,247,Alec Burks,140.06742579324464,2019-10-18 14:56:12
378,18,Jimmy Butler,24.593547149298118,2019-10-18 14:56:12
379,606,Norris Cole,139.99338066001536,2019-10-18 14:56:12
380,470,Mirza Teletovic,139.99833674513818,2019-10-18 14:56:12
381,472,Kenneth Faried,140.36329324462642,2019-10-18 14:56:12
382,819,Jimmer Fredette,139.95003358817695,2019-10-18 14:56:12
383,607,Andrew Goudelock,139.9987848943178,2019-10-18 14:56:12
384,820,Jordan Hamilton,140.0,2019-10-18 14:56:12
385,833,Andre Dawkins,139.99769725269454,2019-10-18 14:56:12
386,710,Justin Harper,139.99737717502558,2019-10-18 14:56:12
387,28,Tobias Harris,35.56554702495202,2019-10-18 14:56:12
388,25,Kyrie Irving,21.561256477512636,2019-10-18 14:56:12
389,138,Reggie Jackson,137.79666709314228,2019-10-18 14:56:12
390,207,Cory Joseph,140.5920038381577,2019-10-18 14:56:12
391,55,Enes Kanter,55.60971240282799,2019-10-18 14:56:12
392,316,Brandon Knight,139.98433002878159,2019-10-18 14:56:12
393,32,Kawhi Leonard,18.74678646799258,2019-10-18 14:56:12
394,473,Jon Leuer,139.99724888035828,2019-10-18 14:56:12
395,711,DeAndre Liggins,139.99149126735333,2019-10-18 14:56:12
396,267,Shelvin Mack,140.01269993602048,2019-10-18 14:56:12
397,474,Nikola Mirotic,139.98259868210607,2019-10-18 14:56:12
398,307,E'Twaun Moore,139.99328300921186,2019-10-18 14:56:12
399,210,Markieff Morris,140.56687673949904,2019-10-18 14:56:12
400,191,Marcus Morris,139.84405283525763,2019-10-18 14:56:12
401,510,Jameel Warney,139.99689748920517,2019-10-18 14:56:12
402,696,Tony Allen,139.99123508525,2019-10-18 14:56:12
403,475,Donatas Motiejunas,139.98832523029682,2019-10-18 14:56:12
404,340,Chandler Parsons,139.98320537428023,2019-10-18 14:56:12
405,770,Luka Mitrovic,139.99923241756485,2019-10-18 14:56:12
406,712,Iman Shumpert,139.96775947545177,2019-10-18 14:56:12
407,713,Kyle Singler,139.9793432034023,2019-10-18 14:56:12
408,271,Isaiah Thomas,140.0654106960082,2019-10-18 14:56:12
409,615,Jonathan Gibson,139.99728121801434,2019-10-18 14:56:12
410,113,Tristan Thompson,131.5627118644068,2019-10-18 14:56:12
411,551,Dimitrios Agravanis,139.99878446676476,2019-10-18 14:56:12
412,334,Klay Thompson,134.11202430444516,2019-10-18 14:56:12
413,430,Tony Bradley,139.99936022520072,2019-10-18 14:56:12
414,539,Eric Paschall,139.99014904368963,2019-10-18 14:56:12
